"setting","metric","quantile","target_type","target_level","threshold_value","score_mean","score_se","rel_to_gaussian","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","setting_orig","source","model_lane"
5,"quantile",0.7,"score_quantile",0.7,NA,9.99271630255902,0.0384200915183222,1.02473695473741,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"80",4,"ozone_prop_us_all_results","proposed"
5,"quantile",0.8,"score_quantile",0.8,NA,8.18234335504116,0.0257676423543387,1.03028834798228,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"80",4,"ozone_prop_us_all_results","proposed"
5,"quantile",0.9,"score_quantile",0.9,NA,5.23972253773923,0.0222812744601515,1.03935743759506,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"80",4,"ozone_prop_us_all_results","proposed"
5,"quantile",0.95,"score_quantile",0.95,NA,3.1487504819875,0.0449848151269778,1.04912187016739,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"80",4,"ozone_prop_us_all_results","proposed"
5,"quantile",0.98,"score_quantile",0.98,NA,1.53416693135355,0.0608934695234877,1.06280390833421,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"80",4,"ozone_prop_us_all_results","proposed"
5,"quantile",0.99,"score_quantile",0.99,NA,0.886431868798292,0.0626478397264712,1.08083159314004,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"80",4,"ozone_prop_us_all_results","proposed"
5,"quantile",0.995,"score_quantile",0.995,NA,0.517380813462113,0.0624631362181748,1.10354022170746,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"80",4,"ozone_prop_us_all_results","proposed"
6,"brier",0,"threshold_quantile",0,2,0.000181851488252443,6.13006372063486e-05,1.27179426941403,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.1,"threshold_quantile",0.1,28.875,0.0453224377579705,0.00192675723077666,1.17190013329972,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.2,"threshold_quantile",0.2,36,0.0707543337113307,0.00380492152581188,1.11852929629334,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.3,"threshold_quantile",0.3,41.625,0.0882391623440169,0.00334445541709001,1.11763784225435,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.4,"threshold_quantile",0.4,46.5,0.101115671070463,0.00240112610549784,1.13253229183567,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.5,"threshold_quantile",0.5,50.875,0.10776639768933,0.00132460682513221,1.13939063943024,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.6,"threshold_quantile",0.6,55.429,0.108092982036379,0.000231758060384717,1.14284373065835,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.7,"threshold_quantile",0.7,60.125,0.0994016043913105,0.00108987173147892,1.14918047833201,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.8,"threshold_quantile",0.8,65.5,0.0826443066685165,0.00291971159641512,1.15514602113176,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.9,"threshold_quantile",0.9,73.25,0.0519075024722134,0.00107024844870752,1.15235073538844,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.95,"threshold_quantile",0.95,79.75,0.0318691446858311,0.00194171218437242,1.17902292140258,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.98,"threshold_quantile",0.98,88.5,0.0147550116122837,0.000812182291620203,1.14272431425277,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.99,"threshold_quantile",0.99,94.75,0.00821536171402085,0.000949670087780955,1.13104246768882,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"brier",0.995,"threshold_quantile",0.995,100.52,0.00448891127150657,0.000185827453885494,1.1138216159047,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0,"score_quantile",0,NA,0.00279334623455104,0.00101640315969832,Inf,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.1,"score_quantile",0.1,NA,4.63589153139177,0.0316409752158888,1.05397072366808,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.2,"score_quantile",0.2,NA,7.53910928679122,0.0245529126412762,1.03949460610664,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.3,"score_quantile",0.3,NA,9.50853455384034,0.0222427631754121,1.03266414410877,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.4,"score_quantile",0.4,NA,10.706034820755,0.0103697243815484,1.02777566991466,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.5,"score_quantile",0.5,NA,11.1928778507367,0.00498403785464951,1.02549094929314,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.6,"score_quantile",0.6,NA,10.9755487449167,0.0165051272324437,1.02511742602384,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.7,"score_quantile",0.7,NA,10.0098092625129,0.0091595420785886,1.02648981023738,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.8,"score_quantile",0.8,NA,8.18333091589803,0.00163287923179833,1.03041269774366,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.9,"score_quantile",0.9,NA,5.23217166961008,0.0108398441651403,1.03785963863838,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.95,"score_quantile",0.95,NA,3.13775450282382,0.0354192055399713,1.04545815584943,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.98,"score_quantile",0.98,NA,1.52905857491054,0.0574127772308635,1.05926506188808,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.99,"score_quantile",0.99,NA,0.881594705359013,0.0601544986607047,1.07493361129803,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
6,"quantile",0.995,"score_quantile",0.995,NA,0.513686739206219,0.058307019604825,1.09566099731938,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
7,"brier",0,"threshold_quantile",0,2,0.00192980901862728,0.0012373964694114,13.4962879574933,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.1,"threshold_quantile",0.1,28.875,0.0717232776609618,0.006493886870171,1.85454540420859,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.2,"threshold_quantile",0.2,36,0.0973951002768022,0.00660901565551423,1.5396833983271,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.3,"threshold_quantile",0.3,41.625,0.110158494063289,0.00534972577833773,1.39526824983773,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.4,"threshold_quantile",0.4,46.5,0.117493088293864,0.0033202701857559,1.31596532121687,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.5,"threshold_quantile",0.5,50.875,0.118396184340179,0.00308098231148378,1.25177705735648,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.6,"threshold_quantile",0.6,55.429,0.115762150841447,0.000546491989261079,1.2239281944516,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.7,"threshold_quantile",0.7,60.125,0.105633681924863,0.000670470239844748,1.22122943453212,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.8,"threshold_quantile",0.8,65.5,0.0875790115296692,0.00103562434620667,1.22411997609134,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.9,"threshold_quantile",0.9,73.25,0.0563397709791862,0.00102958842021316,1.25074745320748,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.95,"threshold_quantile",0.95,79.75,0.0343703289728213,0.00171126812427581,1.2715561109213,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.98,"threshold_quantile",0.98,88.5,0.0159157359339359,0.000806206161492825,1.23261837461341,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.99,"threshold_quantile",0.99,94.75,0.00867123656472927,0.000794298336838964,1.1938046240066,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"brier",0.995,"threshold_quantile",0.995,100.52,0.00458717543923769,0.000159038901769987,1.13820364251826,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0,"score_quantile",0,NA,0,0,NA,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.1,"score_quantile",0.1,NA,4.98458029048789,0.239581041973961,1.13324517201764,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.2,"score_quantile",0.2,NA,7.80635718256386,0.231155779729771,1.07634282458727,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.3,"score_quantile",0.3,NA,9.74326082463882,0.183935672021348,1.05815633769144,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.4,"score_quantile",0.4,NA,10.9352637360102,0.130780591622059,1.04978156713848,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.5,"score_quantile",0.5,NA,11.4058171431518,0.0614033214441676,1.04500043738302,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.6,"score_quantile",0.6,NA,11.1569258362446,0.0046662554710748,1.04205806574245,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.7,"score_quantile",0.7,NA,10.155072205014,0.00685509206506118,1.04138629091667,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.8,"score_quantile",0.8,NA,8.27847009998496,0.0011435880450561,1.04239224792239,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.9,"score_quantile",0.9,NA,5.27842416468033,0.00669701645016962,1.04703433718631,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.95,"score_quantile",0.95,NA,3.15317950166938,0.0223153189340308,1.05059756074314,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.98,"score_quantile",0.98,NA,1.52284940254376,0.0411802511890512,1.05496361820286,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.99,"score_quantile",0.99,NA,0.864236961264549,0.0370235427629588,1.0537692117956,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
7,"quantile",0.995,"score_quantile",0.995,NA,0.488440679903444,0.0325368042493669,1.04181276569712,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
8,"brier",0,"threshold_quantile",0,2,0.0026736824935776,0.000652616837921943,18.6986320884229,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.1,"threshold_quantile",0.1,28.875,0.0764611209571712,0.00676018247201941,1.9770515946309,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.2,"threshold_quantile",0.2,36,0.0980980179114348,0.00994136824843848,1.55079556525705,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.3,"threshold_quantile",0.3,41.625,0.10748308144792,0.00993889684998827,1.36138145509545,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.4,"threshold_quantile",0.4,46.5,0.112107604331526,0.00645920315034464,1.25564594213407,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.5,"threshold_quantile",0.5,50.875,0.113466916422634,0.003723289235447,1.19966098179937,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.6,"threshold_quantile",0.6,55.429,0.111810345863723,0.000263562066592719,1.18214661475519,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.7,"threshold_quantile",0.7,60.125,0.103448647801947,0.000877623299154369,1.19596828735124,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.8,"threshold_quantile",0.8,65.5,0.0861080855223954,0.00217174829475512,1.2035603708,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.9,"threshold_quantile",0.9,73.25,0.0544909333994685,0.000813811805736718,1.20970311003681,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.95,"threshold_quantile",0.95,79.75,0.0334820223874562,0.00111179145972429,1.23869254223431,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.98,"threshold_quantile",0.98,88.5,0.0155304662465141,0.000543613626692459,1.20278057773936,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.99,"threshold_quantile",0.99,94.75,0.00844921687430992,0.000740245591489213,1.16323826463391,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"brier",0.995,"threshold_quantile",0.995,100.52,0.0045462681683897,0.00011036653631501,1.12805343019231,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0,"score_quantile",0,NA,0.000354755269032717,0.000354755269032717,Inf,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.1,"score_quantile",0.1,NA,5.21558197458895,0.172430371222944,1.18576344396423,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.2,"score_quantile",0.2,NA,7.97100870722329,0.218531508785854,1.09904502523988,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.3,"score_quantile",0.3,NA,9.80390519656419,0.210346718886592,1.06474255432395,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.4,"score_quantile",0.4,NA,10.9213523604869,0.168944824572793,1.04844607986077,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.5,"score_quantile",0.5,NA,11.3479220018197,0.103979615660425,1.03969608722073,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.6,"score_quantile",0.6,NA,11.0800800101701,0.0502301243339556,1.03488065737254,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.7,"score_quantile",0.7,NA,10.0914896977451,0.0254707818747821,1.034866007252,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.8,"score_quantile",0.8,NA,8.23611503154413,0.021645902388145,1.03705906504322,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.9,"score_quantile",0.9,NA,5.2653105037544,0.0159091602710975,1.04443309620088,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.95,"score_quantile",0.95,NA,3.1498179109989,0.0040692692065174,1.04947752334699,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.98,"score_quantile",0.98,NA,1.52294630662723,0.025798107189685,1.05503074912359,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.99,"score_quantile",0.99,NA,0.868190107848742,0.028912805099373,1.0585893066849,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
8,"quantile",0.995,"score_quantile",0.995,NA,0.496074223372927,0.0290502439762671,1.05809462624072,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
9,"brier",0,"threshold_quantile",0,2,0.00968820291978525,0.00445574766119333,67.7552934689145,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.1,"threshold_quantile",0.1,28.875,0.0925383072039369,0.0129470837304634,2.39275864036137,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.2,"threshold_quantile",0.2,36,0.106282094786954,0.0123985527682684,1.68017463319842,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.3,"threshold_quantile",0.3,41.625,0.108111236370475,0.00973292601678823,1.36933766970127,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.4,"threshold_quantile",0.4,46.5,0.109679924913359,0.00523847478656576,1.22845504970175,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.5,"threshold_quantile",0.5,50.875,0.109525581849232,0.00269517624029005,1.15799011020967,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.6,"threshold_quantile",0.6,55.429,0.107573022398087,0.000284171320342599,1.13734630981176,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.7,"threshold_quantile",0.7,60.125,0.0994564848446584,0.000234591014534165,1.14981495044155,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.8,"threshold_quantile",0.8,65.5,0.0831727010758195,0.00120611817009307,1.16253155949235,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.9,"threshold_quantile",0.9,73.25,0.0527779430845812,0.000223293742245622,1.1716745870862,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.95,"threshold_quantile",0.95,79.75,0.0326596725046627,0.000769624926101393,1.2082690912511,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.98,"threshold_quantile",0.98,88.5,0.0154350855089623,0.000299530273486791,1.19539367146129,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.99,"threshold_quantile",0.99,94.75,0.00846707507787107,0.000772473637510979,1.16569687660103,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"brier",0.995,"threshold_quantile",0.995,100.52,0.00464811876717928,0.000177101199454017,1.15332534840659,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0,"score_quantile",0,NA,0.000352795560410457,0.000352795560410457,Inf,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.1,"score_quantile",0.1,NA,5.7228534902544,0.374506217176936,1.3010917088388,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.2,"score_quantile",0.2,NA,8.32609686579505,0.370352911823778,1.14800468499364,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.3,"score_quantile",0.3,NA,10.0088515634216,0.32523689690419,1.08700053354469,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.4,"score_quantile",0.4,NA,11.0175414994737,0.241989061629615,1.05768020420427,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.5,"score_quantile",0.5,NA,11.3743650424606,0.145329202224703,1.04211879737719,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.6,"score_quantile",0.6,NA,11.071131369772,0.0709802677932796,1.03404485340277,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.7,"score_quantile",0.7,NA,10.0609324230977,0.0386301828306106,1.03173240797637,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.8,"score_quantile",0.8,NA,8.22119216691431,0.0367545283175259,1.03518003688717,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.9,"score_quantile",0.9,NA,5.24919740454764,0.00275737877302795,1.04123688316047,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.95,"score_quantile",0.95,NA,3.14743126505658,0.0212344065128323,1.04868232459474,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.98,"score_quantile",0.98,NA,1.52657509131601,0.0381701826800387,1.0575446128179,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.99,"score_quantile",0.99,NA,0.868975663055543,0.0407655676342599,1.05954713877054,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
9,"quantile",0.995,"score_quantile",0.995,NA,0.494744184342179,0.0402612953357701,1.05525773795905,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
10,"brier",0,"threshold_quantile",0,2,0.0213645504120963,0.00456771176344762,149.414849687633,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.1,"threshold_quantile",0.1,28.875,0.111286070617303,0.00953955599935144,2.87751867380267,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.2,"threshold_quantile",0.2,36,0.118364297101012,0.00897468358082514,1.87117773566779,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.3,"threshold_quantile",0.3,41.625,0.113253730888875,0.00792047448246821,1.43447254093839,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.4,"threshold_quantile",0.4,46.5,0.110342915836989,0.00393152998113267,1.2358807891767,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.5,"threshold_quantile",0.5,50.875,0.107909671820355,0.00155565208728859,1.14090544559675,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.6,"threshold_quantile",0.6,55.429,0.106118155018034,0.000672683060044296,1.12196431152742,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.7,"threshold_quantile",0.7,60.125,0.0975385211846405,0.00125339706694441,1.12764140093257,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.8,"threshold_quantile",0.8,65.5,0.0817417267992373,0.00185242663419609,1.14253037237409,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.9,"threshold_quantile",0.9,73.25,0.0520476006713428,0.000569824684012596,1.15546092669229,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.95,"threshold_quantile",0.95,79.75,0.0324802110648846,0.00111339458409773,1.20162978062346,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.98,"threshold_quantile",0.98,88.5,0.0152443970033049,0.000344631585283708,1.18062551013488,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"brier",0.99,"threshold_quantile",0.99,94.75,0.00841402164691323,0.000780053468201885,1.15839279364537,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
